id,pm_template_id,step_number,task_description,expected_input_type,standard_text_expected,standard_min_value,standard_max_value,is_critical,remarks
PMTD-SM-GEN-MTH-04,PMT-SM-SYS027-EQ001-MTH,4,เช็คแรงดันแบตเตอรี่,Number,,12,13.7,true,V
PMTD-SM-GEN-MTH-05,PMT-SM-SYS027-EQ001-MTH,5,ความเร็วรอบ (RPM),Number,,,,true,ระบุ RPM
PMTD-SM-GEN-MTH-06,PMT-SM-SYS027-EQ001-MTH,6,อุณหภูมิน้ำมันเครื่อง,Number,,,,true,ระบุ °C
PMTD-SM-GEN-MTH-07,PMT-SM-SYS027-EQ001-MTH,7,แรงดันน้ำมันเครื่อง,Number,,,,true,ระบุ Bar/PSI
PMTD-SM-GEN-MTH-08,PMT-SM-SYS027-EQ001-MTH,8,อุณหภูมิน้ำระบายความร้อน,Number,,,,true,ระบุ °C
PMTD-SM-GEN-MTH-09,PMT-SM-SYS027-EQ001-MTH,9,บันทึกแรงดัน L-N (Volt),Number,,,,true,ระบุ Volt
PMTD-SM-GEN-MTH-10,PMT-SM-SYS027-EQ001-MTH,10,บันทึกแรงดัน L-L (Volt),Number,,,,true,ระบุ Volt
PMTD-SM-GEN-MTH-11,PMT-SM-SYS027-EQ001-MTH,11,ตรวจจุดร้อนสายไฟ (PdM),Text,ไม่มีจุดร้อนผิดปกติ,,,true,
PMTD-SM-GEN-MTH-12,PMT-SM-SYS027-EQ001-MTH,12,วัดแรงลมหลังหม้อน้ำ (PdM),Number,,,,false,ค่าแรงลม (CFM)
PMTD-SM-GEN-WKLY-01,PMT-SM-SYS027-EQ001-WKLY,1,ตรวจความสะอาด,Text,สะอาด,,,false,
PMTD-SM-GEN-WKLY-02,PMT-SM-SYS027-EQ001-WKLY,2,ตรวจเช็คระดับน้ำมันเครื่อง,Text,ปกติ,,,true,
PMTD-SM-GEN-WKLY-03,PMT-SM-SYS027-EQ001-WKLY,3,ตรวจเช็คระดับน้ำหล่อเย็น,Text,ปกติ,,,true,
PMTD-SM-GEN-WKLY-04,PMT-SM-SYS027-EQ001-WKLY,4,ตรวจเช็คระดับน้ำมันเชื้อเพลิง,Text,ปกติ,,,true,
PMTD-SM-GEN-WKLY-05,PMT-SM-SYS027-EQ001-WKLY,5,ตรวจเช็คระดับน้ำกลั่นแบตเตอรี่ (ถ้ามี),Text,ปกติ,,,false,
PMTD-SM-GEN-WKLY-06,PMT-SM-SYS027-EQ001-WKLY,6,ตรวจสอบการรั่วซึม,Text,ไม่มี,,,true,"น้ำมัน, น้ำ, เชื้อเพลิง"
PMTD-SM-GEN-WKLY-07,PMT-SM-SYS027-EQ001-WKLY,7,ตรวจสอบสภาพและความตึงสายพาน,Text,ปกติ,,,false,
PMTD-SM-GEN-WKLY-08,PMT-SM-SYS027-EQ001-WKLY,8,ตรวจสอบขั้วแบตเตอรี่,Text,แน่นหนา / สะอาด,,,false,"แน่นหนา, ไม่มีคราบขี้เกลือ"
PMTD-SM-GEN-WKLY-09,PMT-SM-SYS027-EQ001-WKLY,9,ทดสอบเดินเครื่อง (No Load) 10 นาที,Text,ปกติ,,,true,
PMTD-SM-GEN-WKLY-10,PMT-SM-SYS027-EQ001-WKLY,10,ตรวจสอบเสียงการทำงาน,Text,ปกติ,,,false,
PMTD-SM-GEN-WKLY-11,PMT-SM-SYS027-EQ001-WKLY,11,ตรวจสอบการสั่นสะเทือน,Text,ปกติ,,,false,
PMTD-SM-GEN-WKLY-12,PMT-SM-SYS027-EQ001-WKLY,12,ตรวจสอบแรงดันแบตเตอรี่,Number,,12,13.7,true,ค่าแรงดันแบตเตอรี่ (V)
PMTD-SM-GEN-YR-01,PMT-SM-SYS027-EQ001-YR,1,"บำรุงรักษาใหญ่ (เปลี่ยนถ่ายน้ำมัน, ไส้กรอง)",Text,เสร็จสมบูรณ์,,,true,โดยผู้เชี่ยวชาญภายนอก
PMTD-SM-HXP-YR-01,PMT-SM-SYS032-EQ039-YR,1,ถอดล้างทำความสะอาดแผ่นเพลท,Text,เสร็จสมบูรณ์,,,false,
PMTD-SM-HXP-YR-02,PMT-SM-SYS032-EQ039-YR,2,ตรวจสอบปะเก็น,Text,ปกติ / ไม่มีรอยรั่ว,,,true,
PMTD-SM-IBT-3MTH-01,PMT-SM-SYS032-EQ025-3MTH,1,ตรวจสอบระบบควบคุมอัตโนมัติ,Text,ปกติ,,,true,
PMTD-SM-IBT-3MTH-02,PMT-SM-SYS032-EQ025-3MTH,2,ตรวจสอบเซ็นเซอร์ที่เกี่ยวข้อง,Text,ปกติ,,,true,
PMTD-SM-IBT-DAILY-01,PMT-SM-SYS032-EQ025-DAILY,1,ตรวจสอบการก่อตัวของน้ำแข็ง,Text,ปกติ,,,false,(พนักงานหน้างานตรวจสอบ)
PMTD-SM-IBT-MTH-01,PMT-SM-SYS032-EQ025-MTH,1,ตรวจสอบ Blower,Text,ปกติ,,,false,
PMTD-SM-IBT-MTH-02,PMT-SM-SYS032-EQ025-MTH,2,ตรวจสอบการก่อตัวของน้ำแข็ง (ละเอียด),Text,ปกติ,,,false,
PMTD-SM-IBT-MTH-03,PMT-SM-SYS032-EQ025-MTH,3,ตรวจสอบการทำงานของปั๊มน้ำเย็น,Text,ปกติ,,,true,
PMTD-SM-MDB-3MTH-01,PMT-SM-SYS027-EQ002-3MTH,1,วัดโหลด,Number,,,,true,
PMTD-SM-MDB-3MTH-02,PMT-SM-SYS027-EQ002-3MTH,2,ตรวจสอบสภาพ Capacitor Bank,Text,ปกติ,,,true,
PMTD-SM-MDB-3MTH-03,PMT-SM-SYS027-EQ002-3MTH,3,ทำ PdM (ตรวจจุดร้อน),Text,ไม่มีจุดร้อนผิดปกติ,,,true,
PMTD-SM-MDB-6MTH-01,PMT-SM-SYS027-EQ002-6MTH,1,ขันแน่นจุดเชื่อมต่อสายไฟ,Text,แน่นหนา,,,true,
PMTD-SM-MDB-6MTH-02,PMT-SM-SYS027-EQ002-6MTH,2,ตรวจวัดค่า Capacitor,Number,,,,true,
PMTD-SM-MDB-6MTH-03,PMT-SM-SYS027-EQ002-6MTH,3,วัดค่าความต้านทานดิน,Number,,0,5,true,Ohm
PMTD-SM-MDB-MTH-01,PMT-SM-SYS027-EQ002-MTH,1,ทำความสะอาดตู้,Text,สะอาด,,,false,
PMTD-SM-MDB-MTH-02,PMT-SM-SYS027-EQ002-MTH,2,ตรวจสอบมิเตอร์/หลอดไฟสถานะ,Text,ปกติ,,,false,
PMTD-SM-MDB-MTH-03,PMT-SM-SYS027-EQ002-MTH,3,ตรวจสอบเสียงการทำงานผิดปกติ,Text,ไม่มี,,,false,
PMTD-SM-MDB-MTH-04,PMT-SM-SYS027-EQ002-MTH,4,ตรวจสอบกลิ่นไหม้/ผิดปกติ,Text,ไม่มี,,,true,
PMTD-SM-MDB-MTH-05,PMT-SM-SYS027-EQ002-MTH,5,ตรวจสอบความร้อนผิดปกติ (สัมผัสภายนอก),Text,ไม่มี,,,true,
PMTD-SM-MDB-MTH-06,PMT-SM-SYS027-EQ002-MTH,6,ตรวจสอบสภาพสายไฟและจุดเชื่อมต่อภายนอก,Text,ปกติ,,,false,สภาพฉนวนไม่มีรอยไหม้/แตก
PMTD-SM-MDB-MTH-07,PMT-SM-SYS027-EQ002-MTH,7,ตรวจสอบการทำงานของเบรกเกอร์หลัก,Text,ปกติ (ไม่ Trip),,,true,ตรวจสอบด้วยสายตาว่าไม่มีการ Trip
PMTD-SM-MDB-YR-01,PMT-SM-SYS027-EQ002-YR,1,"บำรุงรักษาใหญ่ (Trip Test, วัดค่าฉนวน)",Text,เสร็จสมบูรณ์,,,true,โดยผู้เชี่ยวชาญ
PMTD-SM-MRR-3MTH-01,PMT-SM-SYS031-EQ022-3MTH,1,ตรวจสอบการทำงานของตู้ควบคุม (Control Panel),Text,ปกติ,,,true,
PMTD-SM-MRR-MTH-01,PMT-SM-SYS031-EQ022-MTH,1,ตรวจสอบราง Conveyor,Text,ปกติ,,,false,
PMTD-SM-MRR-MTH-02,PMT-SM-SYS031-EQ022-MTH,2,ทำความสะอาดราง Conveyor,Text,สะอาด,,,false,
PMTD-SM-MRR-MTH-03,PMT-SM-SYS031-EQ022-MTH,3,ตรวจสอบฐาน Load Cell,Text,ปกติ,,,true,
PMTD-SM-MRR-MTH-04,PMT-SM-SYS031-EQ022-MTH,4,ตรวจสอบจอ Monitor,Text,แสดงผลปกติ,,,false,
PMTD-SM-MRR-MTH-05,PMT-SM-SYS031-EQ022-MTH,5,ตรวจสอบการทำงานของกระบอกสูบลม,Text,ปกติ,,,true,
PMTD-SM-MRR-MTH-06,PMT-SM-SYS031-EQ022-MTH,6,ตรวจสอบการทำงานของมอเตอร์ปั๊มสูบน้ำนม,Text,ปกติ,,,true,
PMTD-SM-MRR-YR-01,PMT-SM-SYS031-EQ022-YR,1,สอบเทียบ (Calibrate) Load Cell,Text,เสร็จสมบูรณ์,,,true,Outsource
PMTD-SM-MST-6MTH-01,PMT-SM-SYS031-EQ023-6MTH,1,ตรวจสอบชุดใบกวน/มอเตอร์เกียร์,Text,ปกติ,,,true,
PMTD-SM-MST-6MTH-02,PMT-SM-SYS031-EQ023-6MTH,2,ตรวจสอบซีล,Text,ปกติ / ไม่มีรั่วซึม,,,true,
PMTD-SM-MST-6MTH-03,PMT-SM-SYS031-EQ023-6MTH,3,ตรวจสอบ Cooling Jacket,Text,ปกติ,,,false,
PMTD-SM-MST-6MTH-04,PMT-SM-SYS031-EQ023-6MTH,4,ตรวจสอบเซ็นเซอร์ต่างๆ,Text,ปกติ,,,true,
PMTD-SM-TRFM-YR-01,PMT-SM-SYS027-EQ003-YR,1,บำรุงรักษาใหญ่,Text,เสร็จสมบูรณ์,,,true,โดยผู้เชี่ยวชาญ
PMTD-SM-UVS-6MTH-01,PMT-SM-SYS028-EQ029-6MTH,1,ตรวจสอบและทำความสะอาดแท่งกรองน้ำ,Text,สะอาด,,,false,
PMTD-SM-UVS-6MTH-02,PMT-SM-SYS028-EQ029-6MTH,2,ตรวจสอบและทำความสะอาดหลอด UV,Text,สะอาด,,,false,
PMTD-SM-UVS-6MTH-03,PMT-SM-SYS028-EQ029-6MTH,3,ตรวจสอบและทำความสะอาดครอบแก้ว,Text,สะอาด,,,false,
PMTD-SM-UVS-YR-01,PMT-SM-SYS028-EQ029-YR,1,เปลี่ยนหลอด UV,Text,เสร็จสมบูรณ์,,,true,ตามอายุการใช้งาน
PMTD-SM-WST-MTH-01,PMT-SM-SYS028-EQ027-MTH,1,ตรวจสอบสภาพถัง,Text,ปกติ,,,false,
PMTD-SM-WST-MTH-02,PMT-SM-SYS028-EQ027-MTH,2,ตรวจสอบวาล์ว,Text,ปกติ,,,false,
PMTD-SM-WST-MTH-03,PMT-SM-SYS028-EQ027-MTH,3,ตรวจสอบการทำงานของลูกลอย,Text,ปกติ,,,false,
PMTD-SM-WWT-3MTH-01,PMT-SM-SYS028-EQ030-3MTH,1,ตรวจสอบการทำงานของปั๊มบำบัดน้ำเสีย,Text,ปกติ,,,true,"(เสียง, การทำงาน)"
PMTD-SM-WWT-3MTH-02,PMT-SM-SYS028-EQ030-3MTH,2,ตรวจสอบและทำความสะอาดตู้ควบคุม,Text,สะอาด / ปกติ,,,false,
PMTD-TKB-CC-3MTH-01,PMT-TKB-SYS019-EQ004-3MTH,1,ทดสอบ Alarm Test,Text,ผ่าน,,,true,
PMTD-TKB-CC-3MTH-02,PMT-TKB-SYS019-EQ004-3MTH,2,ตรวจสอบแบตเตอรี่สำรอง,Text,ปกติ,,,false,
PMTD-TKB-CC-6MTH-01,PMT-TKB-SYS019-EQ004-6MTH,1,ตรวจสอบความแม่นยำของเซ็นเซอร์,Text,ปกติ,,,true,อาจต้องใช้เครื่องมือสอบเทียบ
PMTD-TKB-CC-MTH-01,PMT-TKB-SYS019-EQ004-MTH,1,ทำความสะอาดเซ็นเซอร์และตัวเครื่อง,Text,สะอาด,,,false,
PMTD-TKB-CC-MTH-02,PMT-TKB-SYS019-EQ004-MTH,2,บันทึกค่าอุณหภูมิ (T),Number,,,,true,ระบุ °C
PMTD-TKB-CC-MTH-03,PMT-TKB-SYS019-EQ004-MTH,3,บันทึกค่าความชื้น (H),Number,,,,true,ระบุ %
PMTD-TKB-CP-3MTH-01,PMT-TKB-SYS019-EQ006-3MTH,1,ตรวจเช็คระบบควบคุม (รับคำสั่งจาก Controller),Text,ปกติ,,,true,
PMTD-TKB-CP-MTH-01,PMT-TKB-SYS019-EQ006-MTH,1,ตรวจสอบการทำงาน (ปั๊ม),Text,ปกติ,,,true,
PMTD-TKB-CP-MTH-02,PMT-TKB-SYS019-EQ006-MTH,2,ตรวจสอบการทำงาน (ลูกลอย),Text,ปกติ,,,true,
PMTD-TKB-CP-MTH-03,PMT-TKB-SYS019-EQ006-MTH,3,ตรวจสอบการทำงาน (เซ็นเซอร์),Text,ปกติ,,,true,
PMTD-TKB-CP-MTH-04,PMT-TKB-SYS019-EQ006-MTH,4,ทำความสะอาดไส้กรองปั๊ม,Text,สะอาด,,,false,
PMTD-TKB-CPS-3MTH-01,PMT-TKB-SYS005-EQ016-3MTH,1,ตรวจสอบ PLC,Text,ปกติ,,,true,
PMTD-TKB-CPS-3MTH-02,PMT-TKB-SYS005-EQ016-3MTH,2,ตรวจสอบเซ็นเซอร์,Text,ปกติ,,,true,
PMTD-TKB-CPS-3MTH-03,PMT-TKB-SYS005-EQ016-3MTH,3,ตรวจจุดร้อนตู้ SMDB (PdM),Text,ไม่มีจุดร้อนผิดปกติ,,,true,
PMTD-TKB-CTS-MTH-01,PMT-TKB-SYS005-EQ015-MTH,1,ทำความสะอาดตู้ควบคุมระบบถังอบ,Text,สะอาด,,,false,
PMTD-TKB-CTS-MTH-02,PMT-TKB-SYS005-EQ015-MTH,2,ตรวจเช็คระบบหล่อลื่นปั๊มน้ำมันอัตโนมัติ,Text,ปกติ,,,true,
PMTD-TKB-CTS-MTH-03,PMT-TKB-SYS005-EQ015-MTH,3,ตรวจเช็คการทำงานของระบบไฮดรอลิค,Text,ปกติ,,,true,
PMTD-TKB-CTS-MTH-04,PMT-TKB-SYS005-EQ015-MTH,4,ตรวจสอบ Blower,Text,ปกติ,,,true,
PMTD-TKB-CTS-MTH-05,PMT-TKB-SYS005-EQ015-MTH,5,ตรวจสอบ Heater,Text,ปกติ,,,true,
PMTD-TKB-DSS-3MTH-01,PMT-TKB-SYS024-EQ021-3MTH,1,อัดจาระบี,Text,เสร็จสมบูรณ์,,,false,
PMTD-TKB-DSS-3MTH-02,PMT-TKB-SYS024-EQ021-3MTH,2,ตรวจสอบซีล,Text,ปกติ / ไม่มีรั่วซึม,,,true,
PMTD-TKB-DSS-6MTH-01,PMT-TKB-SYS024-EQ021-6MTH,1,เปลี่ยนถ่ายน้ำมันเครื่องของปั๊ม,Text,เสร็จสมบูรณ์,,,true,
PMTD-TKB-DSS-MTH-01,PMT-TKB-SYS024-EQ021-MTH,1,ตรวจสอบสภาพปั๊ม/มอเตอร์/สายพาน,Text,ปกติ,,,true,
PMTD-TKB-DSS-MTH-02,PMT-TKB-SYS024-EQ021-MTH,2,ตรวจสอบการทำงานของวาล์ว/เกจ,Text,ปกติ,,,true,
PMTD-TKB-DSS-MTH-03,PMT-TKB-SYS024-EQ021-MTH,3,ทำความสะอาดหัวสเปรย์ (โรงรถยนต์),Text,สะอาด,,,false,
PMTD-TKB-DSS-MTH-04,PMT-TKB-SYS024-EQ021-MTH,4,ทำความสะอาดห้องอาบน้ำสเปรย์,Text,สะอาด,,,false,
PMTD-TKB-DSS-MTH-05,PMT-TKB-SYS024-EQ021-MTH,5,ทำความสะอาดห้องสเปรย์หน้าป้อม,Text,สะอาด,,,false,
PMTD-TKB-FS-3MTH-01,PMT-TKB-SYS020-EQ008-3MTH,1,หยอดน้ำมันโซ่,Text,เสร็จสมบูรณ์,,,false,
PMTD-TKB-FS-3MTH-02,PMT-TKB-SYS020-EQ008-3MTH,2,ตรวจสอบระบบควบคุมอัตโนมัติ,Text,ปกติ,,,true,
PMTD-TKB-FS-6MTH-01,PMT-TKB-SYS020-EQ008-6MTH,1,อัดจาระบีตามจุดที่กำหนด,Text,เสร็จสมบูรณ์,,,false,
PMTD-TKB-FS-MTH-01,PMT-TKB-SYS020-EQ008-MTH,1,ตรวจสอบความสะอาด,Text,สะอาด,,,false,
PMTD-TKB-FS-MTH-02,PMT-TKB-SYS020-EQ008-MTH,2,ตรวจสอบการทำงานของมอเตอร์,Text,ปกติ,,,true,
PMTD-TKB-FS-MTH-03,PMT-TKB-SYS020-EQ008-MTH,3,ตรวจสอบการทำงานของเซ็นเซอร์,Text,ปกติ,,,true,
PMTD-TKB-LS-3MTH-01,PMT-TKB-SYS019-EQ007-3MTH,1,ตรวจสอบระบบควบคุมแสงสว่าง (Timer / Dimmer),Text,ปกติ,,,false,
PMTD-TKB-MB-3MTH-01,PMT-TKB-SYS020-EQ010-3MTH,1,หยอดน้ำมันโซ่,Text,เสร็จสมบูรณ์,,,false,
PMTD-TKB-MB-3MTH-02,PMT-TKB-SYS020-EQ010-3MTH,2,ตรวจสอบระบบควบคุม,Text,ปกติ,,,true,
PMTD-TKB-MB-6MTH-01,PMT-TKB-SYS020-EQ010-6MTH,1,อัดจาระบี,Text,เสร็จสมบูรณ์,,,false,
PMTD-TKB-MB-6MTH-02,PMT-TKB-SYS020-EQ010-6MTH,2,ตรวจสอบสภาพลูกปืน/เฟือง/ลูกกลิ้ง,Text,ปกติ,,,true,
PMTD-TKB-MB-MTH-01,PMT-TKB-SYS020-EQ010-MTH,1,ตรวจสอบการทำงานของสายพาน,Text,ปกติ,,,true,
PMTD-TKB-MB-MTH-02,PMT-TKB-SYS020-EQ010-MTH,2,ตรวจสอบการทำงานของมอเตอร์,Text,ปกติ,,,true,
PMTD-TKB-OCS-MTH-01,PMT-TKB-SYS005-EQ017-MTH,1,ตรวจสอบปั๊ม (ระบบควบคุมกลิ่น),Text,ปกติ,,,true,
PMTD-TKB-OCS-MTH-02,PMT-TKB-SYS005-EQ017-MTH,2,ตรวจสอบ Heater (ระบบควบคุมกลิ่น),Text,ปกติ,,,false,
PMTD-TKB-OCS-MTH-03,PMT-TKB-SYS005-EQ017-MTH,3,ตรวจสอบมอเตอร์/สายพาน (ระบบควบคุมกลิ่น),Text,ปกติ,,,true,
PMTD-TKB-SGM-6MTH-01,PMT-TKB-SYS005-EQ014-6MTH,1,หล่อลื่นลูกปืนและจุดหมุนต่างๆ,Text,เสร็จสมบูรณ์,,,false,พนง.ทำ
PMTD-TKB-SGM-MTH-01,PMT-TKB-SYS005-EQ014-MTH,1,ตรวจสอบสภาพโดยรวมเครื่องสับย่อย,Text,ปกติ,,,false,
PMTD-TKB-SGM-MTH-02,PMT-TKB-SYS005-EQ014-MTH,2,ตรวจสอบสภาพสายพานเครื่องสับย่อย,Text,ปกติ,,,false,พนง.ทำ
PMTD-TKB-VS-3MTH-01,PMT-TKB-SYS019-EQ005-3MTH,1,ทดสอบระบบควบคุม,Text,ปกติ,,,true,
PMTD-TKB-VS-3MTH-02,PMT-TKB-SYS019-EQ005-3MTH,2,วัดกระแสมอเตอร์,Number,,,,true,
PMTD-TKB-VS-3MTH-03,PMT-TKB-SYS019-EQ005-3MTH,3,ตรวจสอบจุดร้อน (PdM),Text,ไม่มีจุดร้อนผิดปกติ,,,true,
PMTD-TKB-VS-MTH-01,PMT-TKB-SYS019-EQ005-MTH,1,ตรวจสอบความสะอาด,Text,สะอาด,,,false,
PMTD-TKB-VS-MTH-02,PMT-TKB-SYS019-EQ005-MTH,2,ตรวจสอบสภาพโดยรวม,Text,ปกติ,,,false,
PMTD-TKB-VS-MTH-03,PMT-TKB-SYS019-EQ005-MTH,3,ตรวจสอบการทำงาน (เสียง/สั่น),Text,ปกติ,,,true,
PMTD-TKB-VS-MTH-04,PMT-TKB-SYS019-EQ005-MTH,4,ตรวจสอบความตึงสายพาน,Text,ปกติ,,,false,
pmtd1,pmt1,1,Check belt tension,numeric,,50,80,true,Measure in pounds force
pmtd2,pmt1,2,Inspect belt condition,text,Good/Fair/Poor,,,false,Visual inspection for cracks
pmtd3,pmt2,1,Check spindle runout,numeric,,0,0.01,true,Maximum 0.01mm deviation
pmtd4,pmt2,2,Lubricate guide rails,boolean,Completed,,,false,Apply specified grease
pmtd5,pmt3,1,Check discharge pressure,numeric,,40,60,true,Operating pressure in PSI